river_level,rainfall,humidity,soil_moisture,drainage_cap,temp,risk_score,risk_label
47.7652,77.9172,78.0441,0.4881,0.3359,30.6811,0,Low
51.2708,221.3546,93.014,0.8457,0.7568,27.2873,2,High
55.0962,120.6212,75.0639,0.7162,0.5737,31.4955,2,High
48.9646,20.5314,64.1144,0.3326,0.1786,33.4342,0,Low
48.6103,115.3449,76.7406,0.6593,0.5258,29.6405,1,Medium
44.9236,26.7884,61.4098,0.319,0.2738,34.1914,0,Low
46.8258,28.0613,64.2649,0.3053,0.3001,36.4301,0,Low
47.225,50.6733,62.9728,0.4145,0.2879,31.9818,0,Low
48.5341,92.4389,67.9965,0.5681,0.4279,28.5268,1,Medium
45.0369,60.7644,71.2697,0.3121,0.3289,29.6299,0,Low
43.3398,24.9288,61.5178,0.343,0.2015,31.4081,0,Low
47.0207,8.6366,61.0807,0.3121,0.1141,32.285,0,Low
45.5028,18.6693,58.7543,0.2952,0.2506,33.1987,0,Low
48.1753,128.385,75.1391,0.5653,0.508,28.8254,1,Medium
47.2965,5.0756,58.2933,0.308,0.2401,35.788,0,Low
43.2484,30.4012,61.3197,0.2473,0.1949,36.3063,0,Low
49.0018,117.6504,74.4218,0.4866,0.4874,32.0647,1,Medium
54.3015,211.4709,90.5931,0.8541,0.6529,25.1212,2,High
43.3805,1.5618,67.1684,0.2106,0.2088,33.7441,0,Low
53.5489,113.7726,79.7327,0.6748,0.4924,35.4084,2,High
43.6586,1.6887,58.5636,0.2177,0.1589,31.9058,0,Low
49.0111,77.6609,67.7096,0.433,0.3745,33.7223,1,Medium
47.5593,54.8235,58.7803,0.3809,0.2996,31.0966,0,Low
49.8731,72.157,66.7363,0.4908,0.3961,33.6775,1,Medium
48.6521,100.8077,68.6211,0.5728,0.4744,33.3366,1,Medium
43.1254,46.4613,66.7772,0.3688,0.3189,33.5321,0,Low
45.7327,22.5838,71.5046,0.2414,0.1295,36.2482,0,Low
44.7729,79.6028,69.1684,0.4347,0.4436,38.4513,0,Low
44.6379,38.2959,58.0978,0.3697,0.2788,30.7677,0,Low
47.5237,87.7644,71.307,0.4488,0.434,33.6356,1,Medium
55.0632,189.3481,84.3046,0.938,0.7511,29.7722,2,High
50.7151,125.7038,83.904,0.6061,0.4586,27.1059,1,Medium
48.3682,95.4456,63.9384,0.5744,0.6404,31.9197,1,Medium
52.9694,232.5806,87.6031,0.9553,0.8606,25.3955,2,High
50.8905,91.7163,76.6453,0.5174,0.3282,32.6369,1,Medium
54.1767,231.5066,84.5631,0.9368,0.8376,26.2148,2,High
45.2609,47.5055,69.5197,0.4305,0.2967,34.815,0,Low
48.6846,5.4956,57.4426,0.2854,0.1852,33.0428,0,Low
49.7965,52.59,72.4939,0.4506,0.2258,37.2452,1,Medium
44.8605,0.5674,59.8346,0.1685,0.1538,35.4135,0,Low
44.8672,34.5992,64.0455,0.3435,0.2112,36.9049,0,Low
43.8775,16.143,65.254,0.2463,0.3095,35.2966,0,Low
51.5715,96.3342,73.5821,0.5992,0.4649,33.8146,1,Medium
48.349,3.2968,54.281,0.2598,0.2348,34.9541,0,Low
44.3697,10.8395,58.9133,0.2771,0.2667,37.0386,0,Low
53.0298,133.5358,70.5593,0.6664,0.5982,27.6898,2,High
46.6368,36.353,60.7677,0.224,0.2513,35.6184,0,Low
53.2583,171.0641,73.2549,0.7817,0.7535,26.7251,2,High
47.406,77.5002,82.5411,0.5291,0.3702,31.5741,0,Low
46.2328,25.9791,63.5055,0.2702,0.2854,31.8176,0,Low
47.6457,149.7221,83.6264,0.6107,0.5536,27.7132,1,Medium
49.6589,186.5069,81.9348,0.8273,0.7276,26.9553,2,High
53.8763,121.7497,79.6732,0.696,0.4676,31.3583,2,High
45.0266,1.4948,64.0782,0.232,0.0813,35.6725,0,Low
44.8954,13.9866,66.6393,0.2913,0.2101,33.6962,0,Low
49.5448,157.6897,81.6634,0.6589,0.6881,29.8856,1,Medium
49.2314,70.7265,74.9789,0.6004,0.4074,33.1411,1,Medium
45.6547,54.7616,64.6284,0.4299,0.4568,32.1377,0,Low
54.9277,135.5597,80.8491,0.8023,0.6396,28.8054,2,High
47.4194,84.6824,72.0969,0.4881,0.404,30.9349,1,Medium
55.0242,224.5232,85.5575,0.8681,0.9132,30.0923,2,High
45.823,214.4559,80.8747,0.7965,0.8595,25.1593,2,High
53.914,211.9121,88.1728,0.9478,0.7129,28.7333,2,High
48.2806,134.8203,77.3982,0.6815,0.5714,28.109,1,Medium
44.909,2.5283,59.0058,0.1648,0.1904,34.0448,0,Low
46.4258,38.7435,70.674,0.3691,0.3387,34.4127,0,Low
48.2629,60.7529,75.3864,0.3587,0.3717,33.9355,1,Medium
49.0782,73.1699,73.5299,0.4512,0.3702,32.7547,1,Medium
54.0188,137.923,82.2454,0.7383,0.5756,30.9029,2,High
53.4671,138.6696,79.0142,0.7693,0.6008,30.75,2,High
46.6294,64.2693,69.8806,0.434,0.3063,33.688,0,Low
48.8943,88.0497,74.4748,0.4561,0.3174,30.4362,1,Medium
52.7596,149.1295,81.5784,0.7473,0.6587,28.4145,1,Medium
50.0728,76.2193,73.6334,0.46,0.4308,31.9614,1,Medium
55.0131,167.9673,83.7444,0.7813,0.7933,30.5409,2,High
49.6,75.2053,68.0526,0.4976,0.3583,33.3662,1,Medium
55.435,144.648,81.5581,0.7127,0.6287,29.4284,2,High
44.6437,81.1256,70.1776,0.4657,0.3842,32.1195,1,Medium
44.1789,11.6466,68.8921,0.2979,0.2024,32.404,0,Low
52.0787,161.2471,80.4377,0.7877,0.6146,28.0617,2,High
54.6152,235.2706,100.0,1.0,0.8739,24.5971,2,High
43.2097,2.8289,68.5944,0.2176,0.2678,36.6551,0,Low
53.4769,210.0152,83.7391,0.8127,0.7337,27.0209,2,High
47.1845,64.9201,75.3471,0.3761,0.371,34.8623,0,Low
51.6839,110.9288,74.9026,0.6965,0.4891,35.2073,1,Medium
49.2181,35.6667,67.8211,0.4733,0.2109,35.2443,0,Low
44.9366,28.0712,71.8134,0.3778,0.2586,32.0076,0,Low
51.2383,211.1343,85.6837,0.8143,0.9005,26.1698,2,High
54.5936,141.5502,77.5001,0.8107,0.5692,26.0794,2,High
44.3223,70.1525,73.5885,0.3943,0.2909,35.7615,0,Low
51.6222,245.85,92.5852,0.9497,0.8153,29.7482,2,High
42.9257,2.4553,49.2195,0.2609,0.3097,33.036,0,Low
46.1853,47.8547,71.5181,0.4399,0.4051,32.2651,0,Low
48.296,109.7442,77.2112,0.5837,0.539,29.4827,1,Medium
47.5438,136.3573,78.9734,0.6781,0.671,27.8587,1,Medium
46.6075,2.4467,60.9682,0.2748,0.2508,31.9816,0,Low
48.5222,76.4997,81.9015,0.4701,0.3864,33.6439,1,Medium
50.0772,104.9006,79.7494,0.5554,0.4449,28.6606,1,Medium
47.6705,72.0821,65.7867,0.3995,0.436,32.1131,0,Low
44.1381,4.5432,61.2514,0.1027,0.1477,33.2571,0,Low
44.1626,41.4403,71.7315,0.3836,0.2338,29.9269,0,Low
48.6493,71.3303,75.8107,0.458,0.4167,30.9028,1,Medium
48.7806,250.0,87.4877,0.9376,0.8589,22.1416,2,High
55.4068,101.4383,71.695,0.672,0.5822,30.949,2,High
51.0334,107.1024,69.3246,0.5988,0.4261,31.9211,1,Medium
49.7838,244.137,97.3775,0.9485,0.9126,26.3937,2,High
46.8816,6.056,56.3123,0.3404,0.2255,35.2651,0,Low
47.8473,156.8856,89.7374,0.6156,0.6112,30.0222,1,Medium
49.689,80.945,77.8088,0.5848,0.4568,29.8871,1,Medium
47.6818,76.4255,69.4655,0.5108,0.3926,31.3163,0,Low
51.6005,176.3185,78.3605,0.7216,0.7042,27.3218,2,High
45.0901,0.2194,56.0858,0.2138,0.1843,32.0802,0,Low
44.0346,23.8666,65.5967,0.2253,0.2234,32.4127,0,Low
48.2152,114.3845,80.2748,0.598,0.5926,28.2107,1,Medium
49.5959,39.2407,65.3014,0.3979,0.2038,33.1376,0,Low
54.1797,239.7391,80.7233,0.8312,0.8699,26.5504,2,High
48.2668,106.3502,78.2893,0.5204,0.4843,29.8941,1,Medium
47.9605,27.7561,53.7838,0.3359,0.2914,31.9704,0,Low
54.8054,134.4781,68.2314,0.7177,0.6264,29.837,2,High
42.5483,74.8661,75.4727,0.3108,0.3892,31.1503,0,Low
43.5076,12.5379,55.8254,0.2583,0.1756,33.1277,0,Low
50.8084,87.178,73.458,0.6148,0.4132,34.6448,1,Medium
44.3904,7.2336,61.4724,0.2621,0.2261,36.8129,0,Low
47.4972,74.2387,66.3668,0.4891,0.4985,32.3186,0,Low
46.9014,49.3038,67.9332,0.4691,0.3249,32.0135,0,Low
55.4529,125.5304,74.8226,0.6958,0.4889,29.0886,2,High
54.5968,239.0812,93.7092,0.9541,0.9197,23.7736,2,High
47.8989,64.0587,67.0372,0.4584,0.3073,31.0075,0,Low
48.8006,81.6904,68.9294,0.4526,0.421,31.5243,1,Medium
43.0793,32.4429,61.2438,0.2591,0.1725,28.751,0,Low
44.51,16.7977,57.8594,0.1755,0.1661,37.1366,0,Low
47.9179,84.7272,76.1244,0.6054,0.4502,32.4074,1,Medium
54.7992,219.5324,88.47,0.958,0.8058,24.4896,2,High
48.8135,103.9012,68.8883,0.5029,0.475,33.719,1,Medium
53.5181,141.0481,77.7018,0.7603,0.6326,30.622,2,High
44.3884,38.9,62.8069,0.2883,0.2286,34.9906,0,Low
43.767,56.8731,65.9919,0.3661,0.2851,32.036,0,Low
54.9814,144.2608,83.7636,0.7417,0.6995,30.2819,2,High
50.164,111.0574,72.4092,0.5652,0.4751,27.2106,1,Medium
51.9865,145.272,78.4403,0.656,0.6081,29.8183,1,Medium
45.0192,52.5713,70.5757,0.4313,0.2385,32.1958,0,Low
44.3824,43.0997,68.2536,0.343,0.4148,35.1848,0,Low
49.8734,189.072,83.0346,0.8545,0.7665,26.6771,2,High
43.3646,37.5245,70.0836,0.2582,0.1109,32.3842,0,Low
46.7467,6.4636,65.452,0.2622,0.1208,37.1017,0,Low
47.3383,79.7459,75.3603,0.4682,0.3496,34.0431,0,Low
48.0604,106.442,76.4147,0.6004,0.6127,32.3059,1,Medium
49.1011,164.9919,82.2306,0.6617,0.8052,29.289,1,Medium
53.8549,124.9863,72.1272,0.7042,0.5984,31.3722,2,High
49.7347,169.1792,76.7671,0.7378,0.7364,27.745,2,High
45.4391,5.7191,60.3767,0.3361,0.2997,33.0369,0,Low
44.6145,15.4745,62.2374,0.3008,0.1441,35.0331,0,Low
45.594,45.3418,65.0419,0.2722,0.2673,29.7355,0,Low
49.9713,110.4193,74.9037,0.5324,0.4744,33.2417,1,Medium
47.8259,135.1588,85.7403,0.5625,0.6358,29.4009,1,Medium
48.5701,43.1429,74.1768,0.3783,0.4465,32.9495,0,Low
49.5428,109.1354,69.7492,0.6399,0.6654,28.7645,1,Medium
50.4943,244.2708,95.6405,0.8988,0.8931,27.8491,2,High
47.474,78.3589,71.2301,0.4709,0.425,33.2849,0,Low
48.0292,115.3007,79.5169,0.5548,0.466,30.893,1,Medium
50.911,87.6733,80.942,0.5694,0.4503,32.5944,1,Medium
46.8992,115.7962,87.1515,0.5144,0.5605,30.5878,1,Medium
49.4177,68.4523,73.1814,0.4656,0.4433,33.9309,1,Medium
47.0048,16.315,62.4845,0.3042,0.2625,33.6524,0,Low
45.6449,61.362,66.7779,0.3977,0.283,32.5882,0,Low
44.049,8.1908,73.5806,0.2217,0.3184,35.7684,0,Low
47.4985,85.1355,68.0819,0.419,0.4291,28.7846,1,Medium
44.5527,21.4266,67.1133,0.3359,0.2577,31.5728,0,Low
42.2248,34.2389,63.4724,0.2797,0.3153,37.3097,0,Low
43.338,110.9953,68.8462,0.5426,0.4402,28.8258,1,Medium
49.4604,110.3395,84.0251,0.5993,0.4492,33.6442,1,Medium
46.5234,12.2754,53.0073,0.3222,0.1955,33.7955,0,Low
43.7172,2.0643,49.5452,0.2869,0.1196,32.72,0,Low
44.8963,119.4407,80.2223,0.6595,0.5449,32.6154,1,Medium
46.0298,30.7962,62.7899,0.3988,0.1388,34.986,0,Low
49.0709,27.3436,65.9861,0.4147,0.2456,35.3503,0,Low
46.704,34.5264,64.798,0.3672,0.1414,31.247,0,Low
46.0979,18.6553,65.6148,0.3684,0.2298,35.1478,0,Low
45.3655,7.2683,59.5391,0.23,0.1686,28.6288,0,Low
48.8318,74.2247,74.9026,0.5086,0.4831,32.8261,1,Medium
50.8483,146.005,85.0959,0.7454,0.6357,27.372,1,Medium
49.7775,90.9052,80.4713,0.581,0.4017,34.2244,1,Medium
46.3206,37.2976,71.5418,0.3497,0.2524,35.3807,0,Low
48.8939,129.9321,77.6582,0.6367,0.6511,30.1721,1,Medium
45.8389,39.7264,69.0425,0.3358,0.2039,35.5703,0,Low
44.5151,21.7902,65.1375,0.2511,0.3686,38.9202,0,Low
52.0424,203.9722,90.6616,0.9108,0.8106,26.7406,2,High
49.1758,90.3947,66.0364,0.5015,0.3405,32.0736,1,Medium
46.5641,115.5867,79.9482,0.5229,0.4155,27.8851,1,Medium
52.5935,244.9068,97.3306,0.9237,0.9251,23.4718,2,High
47.9743,4.2535,69.6969,0.2639,0.2394,32.9988,0,Low
49.1901,56.427,73.7277,0.4057,0.3647,32.8481,0,Low
48.7103,54.2269,68.3396,0.3433,0.3195,33.5835,0,Low
43.2079,21.6973,62.5289,0.1924,0.1938,32.7786,0,Low
52.341,211.2909,84.5603,0.8507,0.7232,27.1186,2,High
45.4606,14.1251,71.0661,0.308,0.2478,36.4338,0,Low
54.5827,231.8662,87.1342,0.8591,0.9347,26.0867,2,High
51.55,182.4248,76.1945,0.7884,0.6992,29.8863,2,High
48.3411,91.843,77.3574,0.5785,0.4756,27.8193,1,Medium
45.8416,30.9814,64.7722,0.3077,0.3261,30.5993,0,Low
50.9111,153.9601,82.8765,0.6521,0.5671,30.1116,2,High
54.8888,133.0959,79.5663,0.7074,0.6072,30.1686,2,High
49.9113,87.8373,67.007,0.554,0.4978,31.649,1,Medium
47.4693,79.1186,72.9209,0.4429,0.3397,32.0677,0,Low
53.7261,103.4672,72.8715,0.6697,0.4169,28.5957,2,High
45.7951,16.023,59.9294,0.3181,0.2116,30.9482,0,Low
44.4487,57.3106,75.1387,0.4604,0.4126,34.571,0,Low
45.4319,37.6161,69.2217,0.2571,0.1495,35.6914,0,Low
47.4149,74.7062,58.9543,0.3889,0.383,30.645,0,Low
44.133,8.9863,62.3396,0.2322,0.1746,30.409,0,Low
49.9203,156.0138,87.1722,0.6248,0.5838,28.4867,2,High
45.4967,133.9631,72.5251,0.652,0.5846,28.287,1,Medium
48.5998,81.985,67.1596,0.5062,0.2971,33.3826,1,Medium
48.7441,33.5106,69.6928,0.3638,0.3595,31.7455,0,Low
51.2544,226.4913,89.4388,0.9584,0.7781,27.369,2,High
55.3839,237.6366,83.378,0.9832,0.8957,25.7082,2,High
45.1298,101.3084,80.1819,0.4791,0.4955,33.5561,1,Medium
49.6655,15.5595,61.3068,0.3118,0.3269,35.4946,0,Low
52.4991,127.8546,79.7682,0.6902,0.5604,29.1024,1,Medium
43.8665,58.3148,67.9177,0.3937,0.2324,33.415,0,Low
46.9531,48.3436,72.373,0.4235,0.2124,33.0852,0,Low
47.4426,57.9878,62.6234,0.4601,0.4432,29.6328,0,Low
47.1259,47.1099,69.916,0.4615,0.2935,34.3398,0,Low
45.799,52.5431,73.9495,0.341,0.2809,32.8067,0,Low
52.8967,139.3375,72.7604,0.8077,0.542,25.1689,1,Medium
44.3313,85.2405,68.236,0.5291,0.4023,28.709,1,Medium
43.2427,20.1038,71.0377,0.3525,0.368,33.0686,0,Low
47.7728,80.957,76.7398,0.4695,0.405,33.5141,1,Medium
43.4323,23.2696,59.1612,0.2414,0.1624,32.7952,0,Low
48.0405,11.4443,55.5297,0.3222,0.293,36.039,0,Low
46.2676,4.2734,62.0117,0.2877,0.0204,36.4123,0,Low
48.5849,40.4882,67.3164,0.4376,0.3116,33.0173,0,Low
50.4934,84.9196,71.593,0.5214,0.4013,33.1321,1,Medium
47.513,88.3117,84.0304,0.5397,0.4193,31.3711,1,Medium
51.1341,169.2885,86.9341,0.7242,0.5552,26.7403,2,High
45.1869,47.8494,62.4967,0.3644,0.2948,32.6459,0,Low
55.0725,168.7139,88.9082,0.8347,0.6599,26.6933,2,High
48.1586,34.3203,65.0957,0.3797,0.2156,35.2543,0,Low
46.6388,64.7815,65.6858,0.3904,0.3185,33.3566,0,Low
47.3192,111.6039,80.1297,0.5016,0.338,33.6287,1,Medium
45.1985,64.0127,76.3397,0.4543,0.5166,32.3159,0,Low
43.8627,50.5129,68.1511,0.3736,0.0732,33.7707,0,Low
47.7914,124.6354,72.5626,0.6543,0.5352,30.6288,1,Medium
46.3138,26.2589,64.2418,0.3842,0.2562,35.0333,0,Low
47.3086,38.7595,60.6455,0.3576,0.245,34.345,0,Low
45.7663,11.7682,62.7801,0.3344,0.2071,33.0325,0,Low
50.9806,91.8092,76.6257,0.571,0.4994,31.6109,1,Medium
49.2101,24.4003,53.5329,0.3597,0.1687,34.1055,0,Low
53.8954,238.5329,96.9722,1.0,0.7528,29.8928,2,High
47.2888,16.3504,60.4203,0.4349,0.2259,30.9151,0,Low
46.896,4.2323,57.7811,0.3152,0.0126,36.4202,0,Low
54.4615,241.7406,87.207,0.9223,0.7988,28.4127,2,High
49.4799,121.4023,71.6288,0.5783,0.4784,28.3292,1,Medium
51.2447,83.5028,80.5136,0.5103,0.4265,36.0041,1,Medium
51.0646,190.2043,90.8753,0.8315,0.8202,27.7754,2,High
44.0485,18.0654,69.0026,0.2929,0.2448,33.9039,0,Low
48.7351,59.727,64.0751,0.4275,0.3717,32.8466,0,Low
45.0586,84.4529,80.8167,0.5513,0.3835,32.0475,1,Medium
44.9736,5.936,60.498,0.2368,0.1402,35.2997,0,Low
49.5784,209.9638,85.4508,0.9094,0.7517,24.2923,2,High
46.2054,67.7795,64.0989,0.4835,0.3716,33.2449,0,Low
46.4848,26.6529,58.4896,0.3626,0.2311,30.5281,0,Low
49.5664,75.4243,66.8262,0.4542,0.4097,31.1805,1,Medium
43.7509,72.6618,65.7033,0.4805,0.4328,31.4407,0,Low
42.2236,56.1584,72.3836,0.4367,0.4329,32.9035,0,Low
49.7355,104.6267,87.6535,0.5775,0.5018,30.6977,1,Medium
53.5163,189.2891,85.2654,0.8873,0.7674,28.0017,2,High
46.0936,7.4022,59.8978,0.2833,0.2809,32.0611,0,Low
44.0627,27.7706,54.5986,0.3725,0.3177,33.9726,0,Low
47.6471,110.3013,70.8159,0.501,0.4458,28.8223,1,Medium
47.3173,100.65,65.9867,0.5698,0.3992,31.6166,1,Medium
49.3072,96.9681,77.6428,0.415,0.3849,34.6513,1,Medium
49.8768,240.982,100.0,0.8366,0.775,25.5944,2,High
44.448,7.4086,55.632,0.2011,0.1834,37.8572,0,Low
54.7942,126.3945,76.68,0.6936,0.5951,30.4774,2,High
43.5752,2.4893,59.1062,0.1851,0.1321,33.6121,0,Low
54.4245,174.8709,87.8989,0.7599,0.6521,28.4783,2,High
43.4424,6.7866,61.4767,0.2287,0.0,30.6425,0,Low
51.0893,225.18,100.0,0.8687,0.7711,26.5036,2,High
50.6372,98.6563,70.0661,0.5071,0.669,33.605,1,Medium
52.1372,173.648,88.8085,0.6998,0.7358,26.0656,2,High
49.532,217.1145,87.4199,0.7901,0.8644,28.496,2,High
52.361,199.0583,79.8588,0.8813,0.7966,25.2382,2,High
46.9707,26.087,70.7853,0.4681,0.3575,33.689,0,Low
49.2494,224.8727,100.0,0.9201,0.8017,23.895,2,High
49.7432,129.8286,80.2259,0.6084,0.4853,29.8393,1,Medium
48.6981,104.9395,71.541,0.5719,0.5855,36.764,1,Medium
50.4486,231.3851,86.7013,0.8804,0.7505,24.5841,2,High
44.4115,10.013,64.2048,0.2526,0.2301,34.2899,0,Low
45.6006,46.4483,55.8688,0.3703,0.4288,33.1906,0,Low
48.0754,151.0444,85.5049,0.6664,0.6697,28.6907,1,Medium
47.0283,29.0963,61.9841,0.257,0.2173,36.1249,0,Low
43.7467,35.4925,62.772,0.2801,0.3445,32.3398,0,Low
44.8073,25.5348,58.2094,0.3007,0.2565,34.639,0,Low
49.4713,137.3747,72.0463,0.7596,0.5933,28.7345,1,Medium
50.5881,64.8367,68.7864,0.5147,0.4359,35.6268,1,Medium
45.0796,5.1401,61.6972,0.3131,0.1425,35.3138,0,Low
55.2517,144.3053,79.7441,0.7371,0.509,29.5215,2,High
54.3751,195.2177,92.8042,0.9238,0.7512,28.641,2,High
45.8956,43.0774,66.3303,0.3753,0.253,36.1909,0,Low
44.9367,5.2654,64.315,0.2974,0.0978,36.8382,0,Low
45.195,34.0808,57.4278,0.3379,0.2717,35.399,0,Low
53.379,114.0887,73.7629,0.67,0.4913,32.9599,2,High
46.4133,1.2333,67.5902,0.2446,0.1091,34.9657,0,Low
49.4355,77.8963,75.764,0.5886,0.4312,36.0179,1,Medium
53.9801,176.1976,86.3358,0.7763,0.6189,29.6513,2,High
54.1984,168.6561,81.7189,0.7381,0.74,29.4021,2,High
52.5138,229.5923,87.4618,0.9148,0.9582,25.6223,2,High
54.2498,163.6895,80.2684,0.868,0.7369,25.4779,2,High
49.6529,202.1393,91.4869,0.7644,0.7037,27.0707,2,High
53.5824,158.2964,72.2474,0.7424,0.668,26.9531,2,High
46.8139,48.9183,75.8237,0.4015,0.2715,32.1595,0,Low
51.1231,128.1711,84.1381,0.5766,0.576,30.1404,1,Medium
50.0478,113.2678,81.9371,0.5223,0.5338,33.1846,1,Medium
45.5456,74.4152,73.4911,0.4874,0.4501,31.7907,0,Low
45.1612,1.0098,60.6812,0.253,0.1521,33.0137,0,Low
46.2988,12.8473,63.6876,0.2415,0.2477,31.617,0,Low
45.9052,23.3749,61.4422,0.2983,0.2706,31.9216,0,Low
50.4774,181.8995,96.0548,0.7342,0.7025,32.0253,2,High
45.33,1.0027,59.4479,0.2521,0.1839,33.8331,0,Low
52.8469,170.2157,81.4519,0.779,0.5991,24.6292,2,High
42.0923,14.7711,60.7406,0.1294,0.1975,35.0094,0,Low
45.1843,0.9532,56.5173,0.3162,0.1771,33.7604,0,Low
52.0323,106.9621,79.0199,0.609,0.4068,30.688,1,Medium
44.9392,93.9286,70.5548,0.4371,0.3695,33.0106,1,Medium
52.0894,179.7781,84.5397,0.8252,0.7373,30.2775,2,High
44.7438,30.8316,70.9981,0.2629,0.2068,33.5777,0,Low
51.4264,161.6248,87.9816,0.7118,0.5967,29.2193,2,High
47.0604,3.9478,55.4336,0.2236,0.0294,37.4807,0,Low
48.7366,81.2145,77.2738,0.5319,0.4984,30.2019,1,Medium
51.882,219.4689,83.6435,0.9328,0.7416,23.6979,2,High
48.2242,83.7771,64.223,0.5125,0.4255,32.6371,1,Medium
53.1846,155.0889,80.0795,0.7285,0.5959,26.7446,2,High
55.1589,240.2495,95.0996,0.9078,0.8714,24.5228,2,High
45.8347,2.5126,59.2286,0.24,0.1944,34.9115,0,Low
48.974,121.8778,79.2575,0.6074,0.5116,30.5373,1,Medium
49.0325,63.0215,66.9397,0.4267,0.3736,31.9039,1,Medium
46.6522,0.0358,49.7084,0.2463,0.1753,36.9898,0,Low
47.9937,4.9918,59.7457,0.2447,0.0873,34.6464,0,Low
44.3298,22.8827,55.6006,0.2523,0.3059,30.8174,0,Low
54.4831,115.2869,76.1559,0.5883,0.6134,30.8468,2,High
46.0385,44.8238,60.0109,0.3812,0.2424,33.5082,0,Low
49.8188,80.5777,73.8675,0.5117,0.3063,31.1939,1,Medium
50.8846,90.6016,79.4576,0.5538,0.535,30.8947,1,Medium
43.7602,39.4561,56.8787,0.3027,0.1947,32.4306,0,Low
54.5474,182.8253,75.3862,0.7951,0.7948,25.9781,2,High
44.3801,30.3041,62.7406,0.2931,0.3301,36.7984,0,Low
51.4013,197.5858,93.3088,0.7922,0.7218,28.3472,2,High
48.3207,34.1213,65.5569,0.3832,0.2709,34.9926,0,Low
47.0478,104.4765,72.4933,0.6172,0.4246,30.3826,1,Medium
50.6629,122.3625,71.7519,0.6125,0.5331,28.3227,1,Medium
50.8801,105.6754,78.412,0.5556,0.5124,24.7112,1,Medium
54.053,233.3738,100.0,0.9262,0.8699,27.9518,2,High
48.1854,78.746,61.6776,0.456,0.4372,35.9788,1,Medium
47.9919,3.7912,61.9998,0.2731,0.2637,32.1412,0,Low
49.8123,104.0075,87.2856,0.5361,0.4655,26.9053,1,Medium
44.9116,16.8214,59.3269,0.3178,0.4264,35.6368,0,Low
49.7546,79.8209,70.2212,0.5401,0.4531,35.3915,1,Medium
53.4961,125.5216,77.4,0.7167,0.5939,28.4736,2,High
48.9037,51.1312,65.1159,0.4807,0.3738,36.8684,0,Low
46.3661,63.4807,74.3726,0.3988,0.3749,33.4456,0,Low
44.0819,23.8214,72.3427,0.2096,0.2385,29.0587,0,Low
49.8611,110.7967,66.9887,0.6809,0.599,32.875,1,Medium
44.5461,60.2395,63.7616,0.2694,0.1259,32.0954,0,Low
54.4473,196.1727,93.6951,0.8381,0.7267,26.8936,2,High
53.8622,100.1356,77.0206,0.5447,0.3484,30.4528,2,High
44.9016,0.8904,62.3082,0.2653,0.2768,35.129,0,Low
49.797,77.6158,74.3489,0.4539,0.2928,30.1854,1,Medium
54.3066,229.8429,92.6586,0.9905,0.8015,23.4698,2,High
47.1585,98.2303,76.1582,0.5238,0.407,32.279,1,Medium
47.5504,65.1064,67.4877,0.5141,0.2996,29.9534,0,Low
49.255,65.0739,67.9703,0.4687,0.3495,30.2554,1,Medium
47.7006,59.5485,67.8606,0.4853,0.2179,28.6553,0,Low
52.3698,228.8507,90.0023,0.8486,0.9191,27.7207,2,High
55.2694,126.221,80.015,0.7488,0.6066,34.7031,2,High
47.7892,97.914,75.1961,0.514,0.3967,28.4073,1,Medium
47.341,100.2262,64.7008,0.5316,0.5,29.5297,1,Medium
44.4121,14.4938,61.0127,0.3169,0.2468,34.3954,0,Low
47.4099,129.9641,78.2985,0.6114,0.4774,31.4452,1,Medium
51.1579,131.1923,86.0176,0.611,0.5951,29.6067,1,Medium
49.3698,95.1923,71.8933,0.5132,0.4294,34.4834,1,Medium
44.5069,5.5054,61.253,0.1975,0.2496,33.283,0,Low
46.1764,9.2796,60.9153,0.3199,0.1806,34.6368,0,Low
47.5759,109.0107,81.8724,0.5269,0.3815,30.7148,1,Medium
44.1746,132.0935,72.5189,0.5268,0.5906,26.2089,1,Medium
45.5036,42.6862,62.0514,0.3645,0.2786,33.0405,0,Low
51.3652,138.0427,75.0665,0.6582,0.5718,30.0991,1,Medium
44.9032,5.3967,60.8256,0.3144,0.2237,31.7679,0,Low
44.0887,20.6567,55.4229,0.3198,0.1685,32.684,0,Low
50.5396,215.744,97.5299,0.8804,0.7752,30.0078,2,High
54.6427,163.6726,84.9918,0.7594,0.6177,26.955,2,High
48.8518,70.681,72.8223,0.5066,0.3657,32.4241,1,Medium
46.1122,28.4046,74.4882,0.3543,0.3506,33.2554,0,Low
51.3053,194.7829,85.5496,0.7445,0.6586,25.9682,2,High
42.5345,28.5469,68.2765,0.2641,0.1785,31.462,0,Low
51.513,108.6285,78.1194,0.5931,0.5931,31.3813,1,Medium
48.5788,78.5131,78.6889,0.5607,0.3563,29.9946,1,Medium
54.9562,110.1465,78.8767,0.6353,0.5154,29.771,2,High
44.897,65.0297,66.5583,0.4231,0.4049,34.8604,0,Low
51.5152,183.3239,87.7854,0.846,0.7679,25.8955,2,High
47.1397,1.0463,56.9125,0.2325,0.0735,37.2507,0,Low
44.2569,34.2915,62.4652,0.3297,0.2174,32.7151,0,Low
51.6017,239.5369,93.4671,1.0,0.757,25.0018,2,High
46.5262,30.9436,63.4032,0.2629,0.2991,34.6863,0,Low
